Name,Link,Type,Address
Ni Hao,https://www.yelp.com/biz/ni-hao-madrid?osq=restaurant,"('Ni Hao', 'https://www.yelp.com/biz/ni-hao-madrid?osq=restaurant', 'Chinese')","Calle de Silva, 20 28004 Madrid Spain"
Lateral,https://www.yelp.com/biz/lateral-madrid?osq=restaurant,Tapas/Small Plates - Spanish,"Calle de Fuencarral, 43 28004 Madrid Spain"
Mamá Framboise,https://www.yelp.com/biz/mam%C3%A1-framboise-madrid-2?osq=restaurant,Desserts - Breakfast & Brunch,"Calle de Fernando VI, 23 28004 Madrid Spain"
Casa Patas,https://www.yelp.com/biz/casa-patas-madrid-2?osq=restaurant,Music Venues - Spanish,"Calle de los Cañizares, 10 28012 Madrid Spain"
El Mini Bar,https://www.yelp.com/biz/el-mini-bar-madrid-2?osq=restaurant,Tapas Bars - Spanish,"Calle del Mesón de Paños, 1 28013 Madrid Spain"
Taberna del Chato,https://www.yelp.com/biz/taberna-del-chato-madrid?osq=restaurant,Tapas/Small Plates - Tabernas,Calle Andrés Mellado 88 28015 Madrid Spain
Revoltosa,https://www.yelp.com/biz/revoltosa-madrid?osq=restaurant,Dive Bars - Tapas Bars,"Plaza del Rey, 4 28004 Madrid Spain"
Diurno,https://www.yelp.com/biz/diurno-madrid-2?osq=restaurant,Breakfast & Brunch - Modern European,"Calle de San Marcos, 37 28004 Madrid Spain"
Grazie Mille,https://www.yelp.com/biz/grazie-mille-madrid?osq=restaurant,Italian - Pizza,"Calle Mayor, 31 28013 Madrid Spain"
Matilda,https://www.yelp.com/biz/matilda-madrid-4?osq=restaurant,Cafeteria - Spanish,"Calle de Almadén, 15 28014 Madrid Spain"
La Descubierta,https://www.yelp.com/biz/la-descubierta-madrid?osq=restaurant,Spanish - Tapas/Small Plates,"Calle de Barcelona, 12 28012 Madrid Spain"
Mercado de la Reina,https://www.yelp.com/biz/mercado-de-la-reina-madrid-2?osq=restaurant,Tapas/Small Plates - Spanish,"Calle Gran Vía, 12 28013 Madrid Spain"
Tandoori Station,https://www.yelp.com/biz/tandoori-station-madrid-2?osq=restaurant,"('Tandoori Station', 'https://www.yelp.com/biz/tandoori-station-madrid-2?osq=restaurant', 'Indian')","Calle de José Ortega y Gasset, 89- 91 28006 Madrid Spain"
Chocolat,https://www.yelp.com/biz/chocolat-madrid-3?osq=restaurant,Cafeteria - Churros,"Calle de Santa Maria, 30 28014 Madrid Spain"
Museo del Jamón,https://www.yelp.com/biz/museo-del-jam%C3%B3n-madrid-7?osq=restaurant,Meat Shops - Sandwiches,"Carrera de San Jerónimo, 6 28014 Madrid Spain"
Jardín Secreto,https://www.yelp.com/biz/jard%C3%ADn-secreto-madrid-2?osq=restaurant,Lounges - Modern European,"Calle de la Montera, 37 28013 Madrid Spain"
Goiko Grill,https://www.yelp.com/biz/goiko-grill-madrid?osq=restaurant,Burgers - American,"Calle de María de Molina, 20 28006 Madrid Spain"
La Cabaña Argentina,https://www.yelp.com/biz/la-caba%C3%B1a-argentina-madrid-2?osq=restaurant,Argentine - Steakhouses,"Calle de Ventura de la Vega, 10 28014 Madrid Spain"
La Tita Rivera,https://www.yelp.com/biz/la-tita-rivera-madrid?osq=restaurant,"('La Tita Rivera', 'https://www.yelp.com/biz/la-tita-rivera-madrid?osq=restaurant', 'Spanish')","Calle de Pérez Galdós, 4 28004 Madrid Spain"
Hattori Hanzo,https://www.yelp.com/biz/hattori-hanzo-madrid?osq=restaurant,"('Hattori Hanzo', 'https://www.yelp.com/biz/hattori-hanzo-madrid?osq=restaurant', 'Ramen')","Calle Mesonero Romanos, 17 28004 Madrid Spain"
Rosa Negra,https://www.yelp.com/biz/rosa-negra-madrid-4?osq=restaurant,Mexican - Bars,"Calle de León, 16 28014 Madrid Spain"
Shapla,https://www.yelp.com/biz/shapla-madrid-4?osq=restaurant,Indian - Vegetarian,"Calle de Lavapiés, 42 28012 Madrid Spain"
Bacoa,https://www.yelp.com/biz/bacoa-madrid-3?osq=restaurant,"('Bacoa', 'https://www.yelp.com/biz/bacoa-madrid-3?osq=restaurant', 'Burgers')","Carrera de San Jeronimo, 3 28014 Madrid Spain"
La Gastro,https://www.yelp.com/biz/la-gastro-madrid?osq=restaurant,Gastropubs - Spanish,"Calle del Barco, 7 28004 Madrid Spain"
Txapela,https://www.yelp.com/biz/txapela-madrid?osq=restaurant,Basque - Tapas/Small Plates,"Gran Via, 64 28043 Madrid Spain"
Cafelito,https://www.yelp.com/biz/cafelito-madrid?osq=restaurant,Coffee & Tea - Breakfast & Brunch,"Calle Sombrerete, 20 28012 Madrid Spain"
La Gloria de Montera,https://www.yelp.com/biz/la-gloria-de-montera-madrid?osq=restaurant,"('La Gloria de Montera', 'https://www.yelp.com/biz/la-gloria-de-montera-madrid?osq=restaurant', 'Modern European')",No address
The Little Big Café,https://www.yelp.com/biz/the-little-big-caf%C3%A9-madrid?osq=restaurant,Breakfast & Brunch - Coffee & Tea,"Calle de Fernández de los Ríos, 61 28015 Madrid Spain"
Restaurante Amazónico,https://www.yelp.com/biz/restaurante-amaz%C3%B3nico-madrid-2?osq=restaurant,"('Restaurante Amazónico', 'https://www.yelp.com/biz/restaurante-amaz%C3%B3nico-madrid-2?osq=restaurant', 'International')","Calle Jorge Juan, 20 28001 Madrid Spain"
Los Galayos,https://www.yelp.com/biz/los-galayos-madrid?osq=restaurant,Spanish - Tapas Bars,"Calle de Botoneras, 5 28012 Madrid Spain"
The Gourmet Experience,https://www.yelp.com/biz/the-gourmet-experience-madrid?osq=restaurant,Delicatessen - Tapas Bars,"C.C. El Corte Inglés Plaza de Callao, 2 28013 Madrid Spain"
Taberna La Concha,https://www.yelp.com/biz/taberna-la-concha-madrid?osq=restaurant,"('Taberna La Concha', 'https://www.yelp.com/biz/taberna-la-concha-madrid?osq=restaurant', 'Tapas Bars')","Calle de la Cava Baja, 7 28005 Madrid Spain"
Los Montes de Galicia,https://www.yelp.com/biz/los-montes-de-galicia-madrid-2?osq=restaurant,Spanish - Bars,"Calle de Azcona, 46 28028 Madrid Spain"
La Mayor,https://www.yelp.com/biz/la-mayor-madrid?osq=restaurant,Wine Bars - Tapas Bars,"Calle Mayor, 77 28013 Madrid Spain"
Tuk Tuk,https://www.yelp.com/biz/tuk-tuk-madrid-2?osq=restaurant,Thai - Asian Fusion,"Calle del Barquillo, 26 28004 Madrid Spain"
El Viajero,https://www.yelp.com/biz/el-viajero-madrid?osq=restaurant,Bars - Tapas Bars,"Plaza de la Cebada, 11 28005 Madrid Spain"
La Gringa,https://www.yelp.com/biz/la-gringa-madrid?osq=restaurant,"('La Gringa', 'https://www.yelp.com/biz/la-gringa-madrid?osq=restaurant', 'American')","Calle San Vicente Ferrer, 57 28015 Madrid Spain"
El Ñeru,https://www.yelp.com/biz/el-%C3%B1eru-madrid-2?osq=restaurant,Spanish - Asturian,"Calle de Bordadores, 5 28013 Madrid Spain"
Valor,https://www.yelp.com/biz/valor-madrid?osq=restaurant,Chocolatiers & Shops - Churros,"Calle del Postigo de San Martín, 7 28013 Madrid Spain"
Ginger,https://www.yelp.com/biz/ginger-madrid?osq=restaurant,Modern European - Asian Fusion,"Plaza Ángel, 12 28012 Madrid Spain"
Estado Puro,https://www.yelp.com/biz/estado-puro-madrid?osq=restaurant,Spanish - Tapas Bars,"Plaza de Cánovas del Castillo, 4 28014 Madrid Spain"
Cafetería HD,https://www.yelp.com/biz/cafeter%C3%ADa-hd-madrid-3?osq=restaurant,Burgers - Cocktail Bars,"Calle de Guzmán el Bueno, 67 28015 Madrid Spain"
Taberna El Sur de Huertas,https://www.yelp.com/biz/taberna-el-sur-de-huertas-madrid?osq=restaurant,"('Taberna El Sur de Huertas', 'https://www.yelp.com/biz/taberna-el-sur-de-huertas-madrid?osq=restaurant', 'Spanish')","Calle de las Huertas, 24 28014 Madrid Spain"
El Barril de las Letras,https://www.yelp.com/biz/el-barril-de-las-letras-madrid-3?osq=restaurant,Seafood - Spanish,"Calle de Cervantes, 28 28014 Madrid Spain"
Hanan,https://www.yelp.com/biz/hanan-madrid?osq=restaurant,African - Ethiopian,"Calle Ventura Rodríguez, 3 28008 Madrid Spain"
El Paraguas,https://www.yelp.com/biz/el-paraguas-madrid?osq=restaurant,Spanish - Asturian,"Calle de Jorge Juan, 16 28001 Madrid Spain"
La Pescadería,https://www.yelp.com/biz/la-pescader%C3%ADa-madrid?osq=restaurant,"('La Pescadería', 'https://www.yelp.com/biz/la-pescader%C3%ADa-madrid?osq=restaurant', 'Modern European')","Calle de la Ballesta, 32 28004 Madrid Spain"
Txirimiri,https://www.yelp.com/biz/txirimiri-madrid-2?osq=restaurant,Basque - Tapas/Small Plates,"Calle del Humilladero, 6 28005 Madrid Spain"
The Toast,https://www.yelp.com/biz/the-toast-madrid?osq=restaurant,Breakfast & Brunch - Cocktail Bars,"Calle de Fernando el Católico, 50 28015 Madrid Spain"
La Bola,https://www.yelp.com/biz/la-bola-madrid?osq=restaurant,Spanish - Steakhouses,"Calle de la Bola, 5 28013 Madrid Spain"
Diverxo,https://www.yelp.com/biz/diverxo-madrid?osq=restaurant,Signature Cuisine - Mediterranean,"Calle Padre Damián, 23 28020 Madrid Spain"
Los Huevos de Lucio,https://www.yelp.com/biz/los-huevos-de-lucio-madrid-2?osq=restaurant,Spanish - Tapas Bars,"Calle Cava Baja, 30 28005 Madrid Spain"
Tierra,https://www.yelp.com/biz/tierra-madrid-22?osq=restaurant,Mexican - Vegetarian,"Calle de Guzmán el Bueno, 52 28015 Madrid Spain"
Alfredo’s Barbacoa,https://www.yelp.com/biz/alfredos-barbacoa-madrid?osq=restaurant,American - Burgers,"Calle de Juan Hurtado de Mendoza, 11 28036 Madrid Spain"
Bar Tomate,https://www.yelp.com/biz/bar-tomate-madrid-4?osq=restaurant,Signature Cuisine - Modern European,"Calle Fernando el Santo, 26 28010 Madrid Spain"
O Pazo de Lugo,https://www.yelp.com/biz/o-pazo-de-lugo-madrid?osq=restaurant,Spanish - Galician,"Calle de Argumosa, 28 28012 Madrid Spain"
Zombie,https://www.yelp.com/biz/zombie-madrid?osq=restaurant,Modern European - Burgers,"Calle Pez, 7 28004 Madrid Spain"
Casa Alberto,https://www.yelp.com/biz/casa-alberto-madrid?osq=restaurant,Spanish - Tabernas,"Calle Huertas, 18 28012 Madrid Spain"
Malatesta,https://www.yelp.com/biz/malatesta-madrid?osq=restaurant,Italian - Spanish,"Calle Coloreros, 5 28013 Madrid Spain"
Emma Cocina,https://www.yelp.com/biz/emma-cocina-madrid?osq=restaurant,"('Emma Cocina', 'https://www.yelp.com/biz/emma-cocina-madrid?osq=restaurant', 'Mediterranean')","Plaza de San Miguel, 4 28005 Madrid Spain"
Oven,https://www.yelp.com/biz/oven-madrid-3?osq=restaurant,Pizza - Italian,"Calle Fuencarral, 74 28004 Madrid Spain"
The Mad Café,https://www.yelp.com/biz/the-mad-caf%C3%A9-madrid-2?osq=restaurant,American - Burgers,"Calle de la Cava Alta, 13 28005 Madrid Spain"
La Sanabresa,https://www.yelp.com/biz/la-sanabresa-madrid?osq=restaurant,"('La Sanabresa', 'https://www.yelp.com/biz/la-sanabresa-madrid?osq=restaurant', 'Spanish')","Calle del Amor de Dios, 12 28014 Madrid Spain"
Fatigas del Querer,https://www.yelp.com/biz/fatigas-del-querer-madrid?osq=restaurant,Spanish - Tapas/Small Plates,"Calle de la Cruz, 17 28012 Madrid Spain"
Chuka,https://www.yelp.com/biz/chuka-madrid?osq=restaurant,"('Chuka', 'https://www.yelp.com/biz/chuka-madrid?osq=restaurant', 'Ramen')","Calle de Echegaray, 9 28014 Madrid Spain"
Artemisa,https://www.yelp.com/biz/artemisa-madrid?osq=restaurant,"('Artemisa', 'https://www.yelp.com/biz/artemisa-madrid?osq=restaurant', 'Vegetarian')","Calle de las Tres Cruces, 4 28013 Madrid Spain"
Lakasa,https://www.yelp.com/biz/lakasa-madrid-5?osq=restaurant,Spanish - Signature Cuisine,"Plaza del Descubridor Diego de Ordás, 1 28003 Madrid Spain"
La Pizzateca,https://www.yelp.com/biz/la-pizzateca-madrid-3?osq=restaurant,Pizza - Italian,"Calle León, 35 28014 Madrid Spain"
La Mordida,https://www.yelp.com/biz/la-mordida-madrid-10?osq=restaurant,"('La Mordida', 'https://www.yelp.com/biz/la-mordida-madrid-10?osq=restaurant', 'Mexican')","Calle de Belén, 13 28004 Madrid Spain"
Ramses by Starck,https://www.yelp.com/biz/ramses-by-starck-madrid?osq=restaurant,Spanish - Modern European,"Plaza de la Independencia, 4 28001 Madrid Spain"
Tempranillo,https://www.yelp.com/biz/tempranillo-madrid-2?osq=restaurant,Wine Bars - Tabernas,"Calle Cava Baja, 38 28005 Madrid Spain"
Pez Tortilla,https://www.yelp.com/biz/pez-tortilla-madrid?osq=restaurant,Spanish - Tapas/Small Plates,"Calle de Pez, 36 28004 Madrid Spain"
New York Burger,https://www.yelp.com/biz/new-york-burger-madrid-2?osq=restaurant,"('New York Burger', 'https://www.yelp.com/biz/new-york-burger-madrid-2?osq=restaurant', 'Burgers')","Calle de Recoletos, 4 28001 Madrid Spain"
Zenith,https://www.yelp.com/biz/zenith-madrid-3?osq=restaurant,Breakfast & Brunch - Cocktail Bars,"Calle de Valverde, 28 28004 Madrid Spain"
Casa Paco,https://www.yelp.com/biz/casa-paco-madrid-3?osq=restaurant,Tapas/Small Plates - Breakfast & Brunch,"Calle de Altamirano, 38 28008 Madrid Spain"
Oishii,https://www.yelp.com/biz/oishii-madrid-2?osq=restaurant,"('Oishii', 'https://www.yelp.com/biz/oishii-madrid-2?osq=restaurant', 'Ramen')","Calle Miguel Moya, 6 28004 Madrid Spain"
Matador,https://www.yelp.com/biz/matador-madrid?osq=restaurant,Tapas/Small Plates - Tapas Bars,"Calle de la Cruz, 39 28012 Madrid Spain"
Viet Nam Restaurante,https://www.yelp.com/biz/viet-nam-restaurante-madrid?osq=restaurant,Asian Fusion - Vietnamese,"Calle de las Huertas, 4 28012 Madrid Spain"
Café de Oriente,https://www.yelp.com/biz/caf%C3%A9-de-oriente-madrid-4?osq=restaurant,Modern European - Breakfast & Brunch,"Plaza de Oriente, 2 28013 Madrid Spain"
Plaza España 9,https://www.yelp.com/biz/plaza-espa%C3%B1a-9-madrid?osq=restaurant,"('Plaza España 9', 'https://www.yelp.com/biz/plaza-espa%C3%B1a-9-madrid?osq=restaurant', 'Spanish')","Plaza de España, 9 28008 Madrid Spain"
Vesuvio,https://www.yelp.com/biz/vesuvio-madrid-2?osq=restaurant,Italian - Pizza,"Calle de Hortaleza, 4 28004 Madrid Spain"
Irish Rover,https://www.yelp.com/biz/irish-rover-madrid?osq=restaurant,Sports Bars - Pubs,"Avenida de Brasil, 7 28020 Madrid Spain"
Mu El Placer de la Carne,https://www.yelp.com/biz/mu-el-placer-de-la-carne-madrid-2?osq=restaurant,"('Mu El Placer de la Carne', 'https://www.yelp.com/biz/mu-el-placer-de-la-carne-madrid-2?osq=restaurant', 'Argentine')","Calle Chinchilla, 3 28013 Madrid Spain"
100 Montaditos,https://www.yelp.com/biz/100-montaditos-madrid-7?osq=restaurant,Tapas/Small Plates - Sandwiches,No address
El Patio Vertical,https://www.yelp.com/biz/el-patio-vertical-madrid-2?osq=restaurant,Coffee & Tea - Breakfast & Brunch,"Calle de Almadén, 26 28014 Madrid Spain"
Bolero Meatballs,https://www.yelp.com/biz/bolero-meatballs-madrid?osq=restaurant,Food Delivery Services - Sandwiches,"Calle de las Conchas, 4 28013 Madrid Spain"
Flavia,https://www.yelp.com/biz/flavia-madrid?osq=restaurant,Italian - Pizza,"Calle Gil de Santivañes, 2 28001 Madrid Spain"
Taquería Mi Ciudad,https://www.yelp.com/biz/taquer%C3%ADa-mi-ciudad-madrid-3?osq=restaurant,"('Taquería Mi Ciudad', 'https://www.yelp.com/biz/taquer%C3%ADa-mi-ciudad-madrid-3?osq=restaurant', 'Mexican')","Calle de las Fuentes, 11 28013 Madrid Spain"
DF Bar,https://www.yelp.com/biz/df-bar-madrid-2?osq=restaurant,Mexican - Bars,"Calle del León, 31 28014 Madrid Spain"
Museo del Jamón,https://www.yelp.com/biz/museo-del-jam%C3%B3n-madrid-8?osq=restaurant,Meat Shops - Tapas/Small Plates,"Plaza Mayor, 18 28012 Madrid Spain"
80 Grados,https://www.yelp.com/biz/80-grados-madrid-2?osq=restaurant,Spanish - Tapas Bars,"Calle de Manuela Malasaña, 10 28004 Madrid Spain"
Alfredo’s Barbacoa,https://www.yelp.com/biz/alfredos-barbacoa-madrid-3?osq=restaurant,American - Burgers,"Calle Lagasca, 5 28001 Madrid Spain"
Taquería Mi Ciudad,https://www.yelp.com/biz/taquer%C3%ADa-mi-ciudad-madrid-4?osq=restaurant,"('Taquería Mi Ciudad', 'https://www.yelp.com/biz/taquer%C3%ADa-mi-ciudad-madrid-4?osq=restaurant', 'Mexican')","Calle de las Hileras, 5 28013 Madrid Spain"
La Maruca,https://www.yelp.com/biz/la-maruca-madrid?osq=restaurant,Spanish - Gastropubs,"Calle Velázquez, 54 28001 Madrid Spain"
Casa Julio,https://www.yelp.com/biz/casa-julio-madrid?osq=restaurant,Tapas Bars - Tabernas,"Calle de la Madera, 37 28004 Madrid Spain"
Goiko Grill,https://www.yelp.com/biz/goiko-grill-madrid-4?osq=restaurant,"('Goiko Grill', 'https://www.yelp.com/biz/goiko-grill-madrid-4?osq=restaurant', 'Burgers')","Calle Conde de Peñalver, 41 28006 Madrid Spain"
Areia Chill Out,https://www.yelp.com/biz/areia-chill-out-madrid?osq=restaurant,Asian Fusion - Cocktail Bars,"Calle de Hortaleza, 92 28004 Madrid Spain"
Entre Cáceres y Badajoz,https://www.yelp.com/biz/entre-c%C3%A1ceres-y-badajoz-madrid?osq=restaurant,Spanish - Tapas Bars,"Calle de Don Ramón de la Cruz, 109 28006 Madrid Spain"
La Pecera,https://www.yelp.com/biz/la-pecera-madrid-2?osq=restaurant,Breakfast & Brunch - Spanish,"Calle de Alcalá, 42 28014 Madrid Spain"
Asia Gallery,https://www.yelp.com/biz/asia-gallery-madrid-2?osq=restaurant,Asian Fusion - Japanese,"Plaza de las Cortes,  7 28014 Madrid Spain"
El Madroño,https://www.yelp.com/biz/el-madro%C3%B1o-madrid-4?osq=restaurant,Bars - Spanish,"Plaza de la Puerta Cerrada, 7 28005 Madrid Spain"
Maestro Churrero,https://www.yelp.com/biz/maestro-churrero-madrid?osq=restaurant,Churros - Sandwiches,"Plaza de Jacinto Benavente, 2 28012 Madrid Spain"
La Fragua de Vulcano,https://www.yelp.com/biz/la-fragua-de-vulcano-madrid?osq=restaurant,Tapas Bars - Seafood,"Calle Alvarez Gato, 9 28012 Madrid Spain"
Casa Salvador,https://www.yelp.com/biz/casa-salvador-madrid-2?osq=restaurant,"('Casa Salvador', 'https://www.yelp.com/biz/casa-salvador-madrid-2?osq=restaurant', 'Spanish')","Calle Barbieri, 12 28004 Madrid Spain"
El Caldero,https://www.yelp.com/biz/el-caldero-madrid?osq=restaurant,Spanish - Mediterranean,"Calle de las Huertas, 15 28012 Madrid Spain"
Docamar,https://www.yelp.com/biz/docamar-madrid?osq=restaurant,Spanish - Tapas Bars,"Calle de Alcalá, 337 28027 Madrid Spain"
Café Comercial,https://www.yelp.com/biz/caf%C3%A9-comercial-madrid-2?osq=restaurant,Coffee & Tea - Breakfast & Brunch,"Glorieta de Bilbao, 7 28004 Madrid Spain"
Public,https://www.yelp.com/biz/public-madrid?osq=restaurant,"('Public', 'https://www.yelp.com/biz/public-madrid?osq=restaurant', 'Modern European')","Calle del Desengaño, 11 28004 Madrid Spain"
Naif,https://www.yelp.com/biz/naif-madrid-2?osq=restaurant,Tapas/Small Plates - Burgers,"Calle San Joaquín, 16 28004 Madrid Spain"
Cafe Murillo,https://www.yelp.com/biz/cafe-murillo-madrid-3?osq=restaurant,Mediterranean - Breakfast & Brunch,"Calle de Ruiz de Alarcón, 27 28014 Madrid Spain"
Casa Dani,https://www.yelp.com/biz/casa-dani-madrid?osq=restaurant,Spanish - Breakfast & Brunch,"Calle de Ayala, 28 28001 Madrid Spain"
Pum Pum Café,https://www.yelp.com/biz/pum-pum-caf%C3%A9-madrid?osq=restaurant,Coffee & Tea - Breakfast & Brunch,"Calle del Tribulete, 6 28012 Madrid Spain"
Maricastaña,https://www.yelp.com/biz/maricasta%C3%B1a-madrid?osq=restaurant,Modern European - Spanish,"Calle Corredera Baja de San Pablo, 12 28004 Madrid Spain"
Don Oso,https://www.yelp.com/biz/don-oso-madrid?osq=restaurant,Burgers - Hot Dogs,"Calle de Donoso Cortés, 90 28015 Madrid Spain"
Miranda,https://www.yelp.com/biz/miranda-madrid-3?osq=restaurant,Breakfast & Brunch - Cafeteria,No address
Puerto Rico,https://www.yelp.com/biz/puerto-rico-madrid?osq=restaurant,"('Puerto Rico', 'https://www.yelp.com/biz/puerto-rico-madrid?osq=restaurant', 'Spanish')","Calle de la Chinchilla, 2 28013 Madrid Spain"
El Rincon de Esteban,https://www.yelp.com/biz/el-rincon-de-esteban-madrid?osq=restaurant,"('El Rincon de Esteban', 'https://www.yelp.com/biz/el-rincon-de-esteban-madrid?osq=restaurant', 'Spanish')","Calle de Santa Catalina, 3 28014 Madrid Spain"
Goiko Grill,https://www.yelp.com/biz/goiko-grill-madrid-7?osq=restaurant,"('Goiko Grill', 'https://www.yelp.com/biz/goiko-grill-madrid-7?osq=restaurant', 'Burgers')","Glorieta de Bilbao, 3 28004 Madrid Spain"
La Rollerie,https://www.yelp.com/biz/la-rollerie-madrid-4?osq=restaurant,Breakfast & Brunch - Sandwiches,"Calle Mayor, 24 28013 Madrid Spain"
ORIO Fuencarral,https://www.yelp.com/biz/orio-fuencarral-madrid-16?osq=restaurant,Basque - Tapas Bars,"Calle Fuencarral, 49 28043 Madrid Spain"
Roll Madrid,https://www.yelp.com/biz/roll-madrid-madrid?osq=restaurant,American - Breakfast & Brunch,"Calle de Amaniel, 23 28015 Madrid Spain"
Siam,https://www.yelp.com/biz/siam-madrid-2?osq=restaurant,"('Siam', 'https://www.yelp.com/biz/siam-madrid-2?osq=restaurant', 'Thai')","Calle de San Bernardino, 6 28015 Madrid Spain"
La Dolores,https://www.yelp.com/biz/la-dolores-madrid?osq=restaurant,Tapas Bars - Tabernas,"Plaza de Jesús, 4 28014 Madrid Spain"
Maceiras,https://www.yelp.com/biz/maceiras-madrid?osq=restaurant,Spanish - Tapas/Small Plates,"Calle de Huertas, 66 28014 Madrid Spain"
La Cocina de San Antón,https://www.yelp.com/biz/la-cocina-de-san-ant%C3%B3n-madrid-2?osq=restaurant,Breakfast & Brunch - Modern European,"Calle de Augusto Figueroa, 24 28004 Madrid Spain"
Dishoom,https://www.yelp.com/biz/dishoom-london?osq=restaurant,"('Dishoom', 'https://www.yelp.com/biz/dishoom-london?osq=restaurant', 'Indian')",12 Upper Saint Martin's Lane London WC2H 9FB United Kingdom
Sketch,https://www.yelp.com/biz/sketch-london-2?osq=restaurant,French - Modern European,9 Conduit Street Mayfair London W1S 2XG United Kingdom
Duck & Waffle,https://www.yelp.com/biz/duck-and-waffle-london?osq=restaurant,Modern European - Bars,110 Bishopsgate 40th Floor London EC2N 4AY United Kingdom
Tayyabs,https://www.yelp.com/biz/tayyabs-london-3?osq=restaurant,Indian - Pakistani,83-89 Fieldgate Street London E1 1JU United Kingdom
Dishoom,https://www.yelp.com/biz/dishoom-london-7?osq=restaurant,"('Dishoom', 'https://www.yelp.com/biz/dishoom-london-7?osq=restaurant', 'Indian')",22 Kingly Street London W1B 5QP United Kingdom
The Wolseley,https://www.yelp.com/biz/the-wolseley-london?osq=restaurant,Cafes - British,160 Picadilly London W1J 9EB United Kingdom
Dishoom,https://www.yelp.com/biz/dishoom-london-2?osq=restaurant,Indian - Breakfast & Brunch,7 Boundary Street London E2 7JE United Kingdom
Punjab Restaurant,https://www.yelp.com/biz/punjab-restaurant-london-2?osq=restaurant,Indian - Vegetarian,No address
The Breakfast Club,https://www.yelp.com/biz/the-breakfast-club-london-2?osq=restaurant,Coffee & Tea - Breakfast & Brunch,33 D'Arblay Street London W1F 8EU United Kingdom
Mother Mash,https://www.yelp.com/biz/mother-mash-london?osq=restaurant,"('Mother Mash', 'https://www.yelp.com/biz/mother-mash-london?osq=restaurant', 'British')",26 Ganton Street London W1F 7QZ United Kingdom
Yauatcha,https://www.yelp.com/biz/yauatcha-london-8?osq=restaurant,Dim Sum - Seafood,15-17 Broadwick Street London W1F 0DL United Kingdom
Dishoom,https://www.yelp.com/biz/dishoom-london-3?osq=restaurant,Indian - Breakfast & Brunch,5 Stable Street London N1C 4AB United Kingdom
Flat Iron,https://www.yelp.com/biz/flat-iron-london-2?osq=restaurant,"('Flat Iron', 'https://www.yelp.com/biz/flat-iron-london-2?osq=restaurant', 'Steakhouses')",17 Beak Street Soho London W1F 9RW United Kingdom
The Mayfair Chippy,https://www.yelp.com/biz/the-mayfair-chippy-london-2?osq=restaurant,"('The Mayfair Chippy', 'https://www.yelp.com/biz/the-mayfair-chippy-london-2?osq=restaurant', 'Fish & Chips')",14 North Audley Street London W1K 6WE United Kingdom
Regency Café,https://www.yelp.com/biz/regency-caf%C3%A9-london-2?osq=restaurant,"('Regency Café', 'https://www.yelp.com/biz/regency-caf%C3%A9-london-2?osq=restaurant', 'Cafes')",17-19 Regency Street London SW1P 4BY United Kingdom
The Churchill Arms,https://www.yelp.com/biz/the-churchill-arms-london?osq=restaurant,Pubs - Thai,119 Kensington Church Street London W8 7LN United Kingdom
Poppies,https://www.yelp.com/biz/poppies-london-5?osq=restaurant,Fish & Chips - Fast Food,6-8 Hanbury Street London E1 6QR United Kingdom
Shoryu Ramen,https://www.yelp.com/biz/shoryu-ramen-london?osq=restaurant,"('Shoryu Ramen', 'https://www.yelp.com/biz/shoryu-ramen-london?osq=restaurant', 'Japanese')",9 Regent Street London SW1Y 4LR United Kingdom
Ye Olde Cheshire Cheese,https://www.yelp.com/biz/ye-olde-cheshire-cheese-london?osq=restaurant,Pubs - British,145 Fleet Street London EC4A 2BU United Kingdom
Busaba Soho,https://www.yelp.com/biz/busaba-soho-soho?osq=restaurant,"('Busaba Soho', 'https://www.yelp.com/biz/busaba-soho-soho?osq=restaurant', 'Thai')",106-110 Wardour Street Soho W1F 0TR United Kingdom
Lanzhou Noodle Bar,https://www.yelp.com/biz/lanzhou-noodle-bar-london?osq=restaurant,Chinese - Noodles,33 Cranbourne Street London WC2H 7AD United Kingdom
Hawksmoor Seven Dials,https://www.yelp.com/biz/hawksmoor-seven-dials-london-4?osq=restaurant,British - Steakhouses,11 Langley Street London WC2H 9JG United Kingdom
Rock & Sole Plaice,https://www.yelp.com/biz/rock-and-sole-plaice-london?osq=restaurant,"('Rock & Sole Plaice', 'https://www.yelp.com/biz/rock-and-sole-plaice-london?osq=restaurant', 'Fish & Chips')",47 Endell Street London WC2H 9AJ United Kingdom
Bone Daddies,https://www.yelp.com/biz/bone-daddies-london?osq=restaurant,"('Bone Daddies', 'https://www.yelp.com/biz/bone-daddies-london?osq=restaurant', 'Japanese')",30-31 Peter Street London W1F 0AR United Kingdom
Dishoom - Kensington,https://www.yelp.com/biz/dishoom-kensington-kensington?osq=restaurant,Indian - Breakfast & Brunch,4 Derry Street Kensington W8 5SE United Kingdom
Golden Union Fish Bar,https://www.yelp.com/biz/golden-union-fish-bar-london?osq=restaurant,"('Golden Union Fish Bar', 'https://www.yelp.com/biz/golden-union-fish-bar-london?osq=restaurant', 'Fish & Chips')",38 Poland Street London W1F 7LY United Kingdom
Belgo Centraal,https://www.yelp.com/biz/belgo-centraal-london?osq=restaurant,"('Belgo Centraal', 'https://www.yelp.com/biz/belgo-centraal-london?osq=restaurant', 'Belgian')",50 Earlham Street London WC2H 9LJ United Kingdom
